numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20241101000000;102570;-60;8;160;1.000000;282.650000;282.550000;99;490;45;mq;mq;mq;mq;mq;mq;mq;mq;101690;mq;mq;-260;mq;mq;mq;mq;283.650000;mq;mq;2.700000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20241101000000;102590;-80;6;170;3.200000;283.150000;282.650000;97;4330;10;mq;mq;100;8;80;mq;mq;mq;102010;mq;mq;-280;mq;mq;mq;mq;284.650000;mq;mq;5.200000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20241101000000;102490;-40;8;160;1.800000;284.750000;284.550000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102380;mq;mq;-240;mq;mq;mq;mq;mq;mq;mq;2.600000;2.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20241101000000;102530;-30;7;170;2.000000;283.750000;283.550000;99;450;45;mq;mq;101;9;30;mq;mq;mq;101710;mq;mq;-230;mq;mq;mq;mq;285.250000;mq;mq;3.100000;3.700000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20241101000000;102590;-60;7;160;3.300000;281.950000;281.950000;100;110;45;mq;mq;101;9;30;mq;mq;mq;100670;mq;mq;-220;mq;mq;mq;mq;285.250000;mq;mq;5.000000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20241101000000;102630;-60;6;160;2.400000;283.550000;282.350000;92;16180;0;mq;mq;100;8;250;mq;mq;mq;101470;mq;mq;-190;mq;mq;mq;mq;284.150000;mq;mq;4.000000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20241101000000;102460;0;0;230;1.500000;283.950000;283.750000;99;170;45;mq;mq;101;9;30;mq;mq;mq;101270;mq;mq;-100;mq;mq;mq;mq;286.150000;mq;mq;2.200000;2.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20241101000000;102470;-20;6;180;0.700000;283.750000;283.750000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101760;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;1.600000;1.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20241101000000;102470;-60;8;110;1.900000;283.750000;283.750000;100;670;45;mq;mq;101;9;30;mq;mq;mq;102020;mq;mq;-130;mq;mq;mq;mq;284.550000;mq;mq;2.700000;4.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20241101000000;102540;-60;8;170;1.100000;282.650000;282.650000;100;270;45;mq;mq;101;9;30;mq;mq;mq;100770;mq;mq;-160;mq;mq;mq;mq;286.750000;mq;mq;2.100000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
