numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20240201000000;102910;-60;8;260;9.300000;284.050000;281.650000;85;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102030;mq;mq;-600;mq;mq;mq;mq;278.350000;mq;mq;15.800000;17.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240201000000;102760;-120;8;240;7.100000;283.750000;281.150000;84;37160;0;mq;mq;100;8;450;mq;mq;mq;102180;mq;mq;-730;mq;mq;mq;mq;277.850000;mq;mq;11.500000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20240201000000;103080;50;1;250;8.500000;284.150000;283.050000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102970;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;11.100000;14.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20240201000000;103210;50;2;250;5.400000;283.850000;281.650000;86;35170;0;mq;mq;100;8;450;mq;mq;mq;102390;mq;mq;-360;mq;mq;mq;mq;280.250000;mq;mq;8.500000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;480;8;mq;900;mq;mq;mq;mq;mq;mq;
07037;20240201000000;103160;20;0;250;5.400000;283.350000;280.750000;84;33580;0;mq;mq;100;8;450;mq;mq;mq;101240;mq;mq;-390;mq;mq;mq;mq;278.850000;mq;mq;9.900000;9.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20240201000000;103160;-70;6;250;4.000000;282.650000;278.850000;77;20000;0;mq;mq;100;8;800;mq;mq;mq;101990;mq;mq;-400;mq;mq;mq;mq;275.850000;mq;mq;6.900000;6.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;780;8;mq;960;mq;mq;mq;mq;mq;mq;
07110;20240201000000;103430;120;1;280;3.500000;283.950000;283.450000;97;10800;0;mq;mq;100;8;250;mq;mq;mq;102230;mq;mq;-80;mq;mq;mq;mq;283.450000;mq;mq;6.600000;7.900000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;5;mq;270;8;mq;510;mq;mq;mq;mq;mq;mq;
07117;20240201000000;103280;70;0;240;6.000000;284.250000;282.850000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102570;mq;mq;-240;mq;mq;mq;mq;mq;mq;mq;9.300000;11.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20240201000000;103460;40;0;180;2.500000;282.950000;282.350000;96;8530;0;mq;mq;100;8;800;mq;mq;mq;103000;mq;mq;-100;mq;mq;mq;mq;280.150000;mq;mq;3.400000;3.400000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20240201000000;103380;70;1;200;2.500000;282.750000;279.850000;82;20000;0;mq;mq;100;8;450;mq;mq;mq;101600;mq;mq;-180;mq;mq;mq;mq;279.850000;mq;mq;4.000000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
